tstp,visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,humidity
01/01/2012 00:00,12.99,229,12.12,10.97,1008.1,12.12,5.9,0.93
01/01/2012 00:30,12.99,229,12.12,10.97,1008.1,12.12,5.9,0.93
01/01/2012 01:00,12.89,238,12.59,11.02,1007.88,12.59,6.06,0.9
01/01/2012 01:30,12.89,238,12.59,11.02,1007.88,12.59,6.06,0.9
01/01/2012 02:00,11.54,229,12.45,11.04,1007.95,12.45,5.31,0.91
01/01/2012 02:30,11.54,229,12.45,11.04,1007.95,12.45,5.31,0.91
01/01/2012 03:00,13.6,231,12.03,10.94,1007.66,12.03,4.68,0.93
01/01/2012 03:30,13.6,231,12.03,10.94,1007.66,12.03,4.68,0.93
01/01/2012 04:00,14.13,227,12.04,10.84,1007.6,12.04,4.9,0.92
01/01/2012 04:30,14.13,227,12.04,10.84,1007.6,12.04,4.9,0.92
01/01/2012 05:00,13.36,225,11.99,10.8,1007.45,11.99,4.85,0.92
01/01/2012 05:30,13.36,225,11.99,10.8,1007.45,11.99,4.85,0.92
01/01/2012 06:00,14.13,224,11.97,10.42,1007.46,11.97,5.1,0.9
01/01/2012 06:30,14.13,224,11.97,10.42,1007.46,11.97,5.1,0.9
01/01/2012 07:00,14,217,11.96,10.37,1007.32,11.96,4.57,0.9
01/01/2012 07:30,14,217,11.96,10.37,1007.32,11.96,4.57,0.9
01/01/2012 08:00,13.28,216,11.9,9.73,1007.33,11.9,4.9,0.87
01/01/2012 08:30,13.28,216,11.9,9.73,1007.33,11.9,4.9,0.87
01/01/2012 09:00,12.73,213,11.53,9.82,1007.1,11.53,5.36,0.89
01/01/2012 09:30,12.73,213,11.53,9.82,1007.1,11.53,5.36,0.89
01/01/2012 10:00,11.73,216,12.02,9.85,1006.81,12.02,5.68,0.87
01/01/2012 10:30,11.73,216,12.02,9.85,1006.81,12.02,5.68,0.87
01/01/2012 11:00,13.07,218,12.49,9.73,1006.04,12.49,6.05,0.83
01/01/2012 11:30,13.07,218,12.49,9.73,1006.04,12.49,6.05,0.83
01/01/2012 12:00,13.52,219,12.56,9.33,1005.36,12.56,6.11,0.81
01/01/2012 12:30,13.52,219,12.56,9.33,1005.36,12.56,6.11,0.81
01/01/2012 13:00,10.8,208,12.44,9.35,1003.95,12.44,5.75,0.81
01/01/2012 13:30,10.8,208,12.44,9.35,1003.95,12.44,5.75,0.81
01/01/2012 14:00,8.66,216,11.24,9.45,1002.71,11.24,4.42,0.89
01/01/2012 14:30,8.66,216,11.24,9.45,1002.71,11.24,4.42,0.89
01/01/2012 15:00,6.55,219,10.7,9.66,1001.96,10.7,4.26,0.93
01/01/2012 15:30,6.55,219,10.7,9.66,1001.96,10.7,4.26,0.93
01/01/2012 16:00,7.87,227,9.97,9.44,1000.93,8.27,3.39,0.96
01/01/2012 16:30,7.87,227,9.97,9.44,1000.93,8.27,3.39,0.96
01/01/2012 17:00,11.97,230,9.89,8.94,1000.72,8.19,3.34,0.94
01/01/2012 17:30,11.97,230,9.89,8.94,1000.72,8.19,3.34,0.94
01/01/2012 18:00,12.78,235,9.86,8.7,1000.74,7.68,4.32,0.93
01/01/2012 18:30,12.78,235,9.86,8.7,1000.74,7.68,4.32,0.93
01/01/2012 19:00,13.07,235,9.64,8.38,1001.01,7.15,4.98,0.92
01/01/2012 19:30,13.07,235,9.64,8.38,1001.01,7.15,4.98,0.92
01/01/2012 20:00,12.86,239,9.36,8.11,1001.44,6.77,5.05,0.92
01/01/2012 20:30,12.86,239,9.36,8.11,1001.44,6.77,5.05,0.92
01/01/2012 21:00,13.5,242,9.08,7.69,1002.28,6.44,5.01,0.91
01/01/2012 21:30,13.5,242,9.08,7.69,1002.28,6.44,5.01,0.91
01/01/2012 22:00,13.5,247,8.67,6.62,1002.76,5.76,5.43,0.87
01/01/2012 22:30,13.5,247,8.67,6.62,1002.76,5.76,5.43,0.87
01/01/2012 23:00,13.24,246,7.71,5.58,1003.13,4.86,4.68,0.86
01/01/2012 23:30,13.24,246,7.71,5.58,1003.13,4.86,4.68,0.86
02/01/2012 00:00,13.24,240,6.94,5.08,1003.4,4.06,4.36,0.88
02/01/2012 00:30,13.24,240,6.94,5.08,1003.4,4.06,4.36,0.88
02/01/2012 01:00,13.37,244,7.39,5.34,1003.72,4.8,4,0.87
02/01/2012 01:30,13.37,244,7.39,5.34,1003.72,4.8,4,0.87
02/01/2012 02:00,13.45,241,6.83,5.16,1004.06,4.49,3.34,0.89
02/01/2012 02:30,13.45,241,6.83,5.16,1004.06,4.49,3.34,0.89
02/01/2012 03:00,13.31,241,6.32,4.57,1004.37,3.87,3.32,0.89
02/01/2012 03:30,13.31,241,6.32,4.57,1004.37,3.87,3.32,0.89
02/01/2012 04:00,13.08,230,5.77,4.07,1004.36,3.33,3.13,0.89
02/01/2012 04:30,13.08,230,5.77,4.07,1004.36,3.33,3.13,0.89
02/01/2012 05:00,13.36,234,5.71,4.04,1004.67,2.86,3.79,0.89
02/01/2012 05:30,13.36,234,5.71,4.04,1004.67,2.86,3.79,0.89
02/01/2012 06:00,13.21,235,5.27,3.52,1004.99,2.06,4.25,0.88
02/01/2012 06:30,13.21,235,5.27,3.52,1004.99,2.06,4.25,0.88
02/01/2012 07:00,13.68,225,5.26,3.48,1005.25,2.08,4.16,0.88
02/01/2012 07:30,13.68,225,5.26,3.48,1005.25,2.08,4.16,0.88
02/01/2012 08:00,13.58,235,5.18,3.09,1005.84,1.65,4.82,0.86
02/01/2012 08:30,13.58,235,5.18,3.09,1005.84,1.65,4.82,0.86
02/01/2012 09:00,12.83,244,4.87,2.67,1007.11,0.87,5.67,0.86
02/01/2012 09:30,12.83,244,4.87,2.67,1007.11,0.87,5.67,0.86
02/01/2012 10:00,13.33,251,5.41,2.49,1008.03,1.42,5.99,0.81
02/01/2012 10:30,13.33,251,5.41,2.49,1008.03,1.42,5.99,0.81
02/01/2012 11:00,12.83,247,6.79,2.51,1008.69,3.2,5.91,0.74
02/01/2012 11:30,12.83,247,6.79,2.51,1008.69,3.2,5.91,0.74
02/01/2012 12:00,13.52,246,7.33,2.22,1008.88,3.72,6.37,0.7
02/01/2012 12:30,13.52,246,7.33,2.22,1008.88,3.72,6.37,0.7
02/01/2012 13:00,13.52,249,7.49,1.97,1009.35,3.66,7.17,0.68
02/01/2012 13:30,13.52,249,7.49,1.97,1009.35,3.66,7.17,0.68
02/01/2012 14:00,13.52,249,7.57,1.47,1009.96,3.82,6.97,0.65
02/01/2012 14:30,13.52,249,7.57,1.47,1009.96,3.82,6.97,0.65
02/01/2012 15:00,13.52,246,7.47,1.49,1010.62,4.04,5.95,0.66
02/01/2012 15:30,13.52,246,7.47,1.49,1010.62,4.04,5.95,0.66
02/01/2012 16:00,13.21,241,5.89,0.99,1011.29,2.3,5.33,0.71
02/01/2012 16:30,13.21,241,5.89,0.99,1011.29,2.3,5.33,0.71
02/01/2012 17:00,13.04,230,4.91,1.37,1012.01,1.37,4.71,0.78
02/01/2012 17:30,13.04,230,4.91,1.37,1012.01,1.37,4.71,0.78
02/01/2012 18:00,12.84,226,4.91,1.53,1012.52,1.33,4.77,0.79
02/01/2012 18:30,12.84,226,4.91,1.53,1012.52,1.33,4.77,0.79
02/01/2012 19:00,12.84,227,4.99,1.31,1013,1.27,5.13,0.77
02/01/2012 19:30,12.84,227,4.99,1.31,1013,1.27,5.13,0.77
02/01/2012 20:00,13.07,221,4.91,1.59,1013.11,1.28,4.89,0.79
02/01/2012 20:30,13.07,221,4.91,1.59,1013.11,1.28,4.89,0.79
02/01/2012 21:00,12.86,221,4.69,1.89,1013.49,1.27,4.39,0.82
02/01/2012 21:30,12.86,221,4.69,1.89,1013.49,1.27,4.39,0.82
02/01/2012 22:00,13.02,217,4.93,2.34,1012.96,1.52,4.45,0.83
02/01/2012 22:30,13.02,217,4.93,2.34,1012.96,1.52,4.45,0.83
02/01/2012 23:00,13.23,214,5.79,2.98,1012.13,2.4,4.85,0.82
02/01/2012 23:30,13.23,214,5.79,2.98,1012.13,2.4,4.85,0.82
03/01/2012 00:00,13.41,209,6.11,3.76,1011.2,2.78,4.88,0.85
03/01/2012 00:30,13.41,209,6.11,3.76,1011.2,2.78,4.88,0.85
03/01/2012 01:00,13.29,201,7.44,4.77,1010.21,4.12,5.68,0.83
03/01/2012 01:30,13.29,201,7.44,4.77,1010.21,4.12,5.68,0.83
03/01/2012 02:00,11.52,204,7.89,5.93,1008.73,4.22,7.06,0.87
03/01/2012 02:30,11.52,204,7.89,5.93,1008.73,4.22,7.06,0.87
03/01/2012 03:00,10.62,207,8.62,6.99,1006.93,4.83,8.15,0.9
03/01/2012 03:30,10.62,207,8.62,6.99,1006.93,4.83,8.15,0.9
03/01/2012 04:00,8.88,201,8.73,7.39,1004.09,4.52,10.02,0.91
03/01/2012 04:30,8.88,201,8.73,7.39,1004.09,4.52,10.02,0.91
03/01/2012 05:00,5.66,210,9.44,8.26,1001.95,5.41,10.25,0.92
03/01/2012 05:30,5.66,210,9.44,8.26,1001.95,5.41,10.25,0.92
03/01/2012 06:00,8.87,222,10.97,9.26,1000.68,10.97,11.62,0.89
03/01/2012 06:30,8.87,222,10.97,9.26,1000.68,10.97,11.62,0.89
03/01/2012 07:00,9.62,223,11.78,9.3,999.66,11.78,12.72,0.85
03/01/2012 07:30,9.62,223,11.78,9.3,999.66,11.78,12.72,0.85
03/01/2012 08:00,7.79,223,11.49,9.8,998.83,11.49,12.22,0.89
03/01/2012 08:30,7.79,223,11.49,9.8,998.83,11.49,12.22,0.89
03/01/2012 09:00,8.42,222,11.93,9.88,998.08,11.93,12.23,0.87
03/01/2012 09:30,8.42,222,11.93,9.88,998.08,11.93,12.23,0.87
03/01/2012 10:00,8.08,224,12.07,10.39,996.85,12.07,12.16,0.89
03/01/2012 10:30,8.08,224,12.07,10.39,996.85,12.07,12.16,0.89
03/01/2012 11:00,6,226,12.41,10.39,995.53,12.41,11.73,0.88
03/01/2012 11:30,6,226,12.41,10.39,995.53,12.41,11.73,0.88
03/01/2012 12:00,6.94,271,11.23,9.67,996.43,11.23,10.14,0.9
03/01/2012 12:30,6.94,271,11.23,9.67,996.43,11.23,10.14,0.9
03/01/2012 13:00,12.25,256,8.14,6.27,997.64,4.37,7.6,0.88
03/01/2012 13:30,12.25,256,8.14,6.27,997.64,4.37,7.6,0.88
03/01/2012 14:00,13.52,249,8.68,5.81,998.81,4.71,8.94,0.82
03/01/2012 14:30,13.52,249,8.68,5.81,998.81,4.71,8.94,0.82
03/01/2012 15:00,12.13,254,9.06,5.27,1000.54,5.08,9.47,0.77
03/01/2012 15:30,12.13,254,9.06,5.27,1000.54,5.08,9.47,0.77
03/01/2012 16:00,13.02,264,8.39,3.71,1002.51,4.19,9.53,0.72
03/01/2012 16:30,13.02,264,8.39,3.71,1002.51,4.19,9.53,0.72
03/01/2012 17:00,12.26,260,7.15,2.79,1003.91,2.71,8.93,0.74
03/01/2012 17:30,12.26,260,7.15,2.79,1003.91,2.71,8.93,0.74
03/01/2012 18:00,12.84,262,6.93,1.03,1005.73,2.61,8.27,0.66
03/01/2012 18:30,12.84,262,6.93,1.03,1005.73,2.61,8.27,0.66
03/01/2012 19:00,12.26,258,6.77,1.46,1006.84,2.59,7.64,0.69
03/01/2012 19:30,12.26,258,6.77,1.46,1006.84,2.59,7.64,0.69
03/01/2012 20:00,12.26,248,6.37,1.29,1007.75,2.3,6.9,0.7
03/01/2012 20:30,12.26,248,6.37,1.29,1007.75,2.3,6.9,0.7
03/01/2012 21:00,12.84,241,6.26,1.11,1008.17,2.37,6.34,0.7
03/01/2012 21:30,12.84,241,6.26,1.11,1008.17,2.37,6.34,0.7
03/01/2012 22:00,13.55,240,5.96,1.52,1008.19,1.73,7.03,0.73
03/01/2012 22:30,13.55,240,5.96,1.52,1008.19,1.73,7.03,0.73
03/01/2012 23:00,13.07,244,6.41,1.47,1008.21,1.89,8.4,0.71
03/01/2012 23:30,13.07,244,6.41,1.47,1008.21,1.89,8.4,0.71
04/01/2012 00:00,13.71,257,6.07,2.36,1009.02,1.48,8.28,0.77
04/01/2012 00:30,13.71,257,6.07,2.36,1009.02,1.48,8.28,0.77
04/01/2012 01:00,13.21,272,6.43,1.21,1010.21,1.79,8.86,0.69
04/01/2012 01:30,13.21,272,6.43,1.21,1010.21,1.79,8.86,0.69
04/01/2012 02:00,13.15,273,5.91,0.05,1011.78,1.33,8.09,0.66
04/01/2012 02:30,13.15,273,5.91,0.05,1011.78,1.33,8.09,0.66
04/01/2012 03:00,13.82,272,5.38,-0.06,1013.4,0.79,7.61,0.68
04/01/2012 03:30,13.82,272,5.38,-0.06,1013.4,0.79,7.61,0.68
04/01/2012 04:00,13.65,271,5.39,0.36,1015.18,0.84,7.53,0.7
04/01/2012 04:30,13.65,271,5.39,0.36,1015.18,0.84,7.53,0.7
04/01/2012 05:00,13.58,264,5.35,0.36,1016.27,0.88,7.24,0.7
04/01/2012 05:30,13.58,264,5.35,0.36,1016.27,0.88,7.24,0.7
04/01/2012 06:00,12.62,259,5.28,0.41,1017.24,0.9,6.94,0.71
04/01/2012 06:30,12.62,259,5.28,0.41,1017.24,0.9,6.94,0.71
04/01/2012 07:00,12.84,260,5.27,0.94,1017.93,0.95,6.77,0.74
04/01/2012 07:30,12.84,260,5.27,0.94,1017.93,0.95,6.77,0.74
04/01/2012 08:00,12.26,261,5.44,1.48,1018.59,1.01,7.19,0.76
04/01/2012 08:30,12.26,261,5.44,1.48,1018.59,1.01,7.19,0.76
04/01/2012 09:00,12.26,253,6.04,2.06,1019.84,1.94,6.75,0.76
04/01/2012 09:30,12.26,253,6.04,2.06,1019.84,1.94,6.75,0.76
04/01/2012 10:00,12.89,255,6.88,2.57,1020.27,2.84,7.26,0.74
04/01/2012 10:30,12.89,255,6.88,2.57,1020.27,2.84,7.26,0.74
04/01/2012 11:00,12.65,251,7.49,3.03,1020.74,3.59,7.41,0.73
04/01/2012 11:30,12.65,251,7.49,3.03,1020.74,3.59,7.41,0.73
04/01/2012 12:00,12.92,248,7.99,3.24,1019.25,4.21,7.47,0.72
04/01/2012 12:30,12.92,248,7.99,3.24,1019.25,4.21,7.47,0.72
04/01/2012 13:00,12.17,244,8.07,3.66,1018.34,4.22,7.81,0.74
04/01/2012 13:30,12.17,244,8.07,3.66,1018.34,4.22,7.81,0.74
04/01/2012 14:00,12.94,241,8.06,4.05,1017.04,4.36,7.29,0.76
04/01/2012 14:30,12.94,241,8.06,4.05,1017.04,4.36,7.29,0.76
04/01/2012 15:00,12.23,229,8.08,4.19,1016,4.32,7.5,0.76
04/01/2012 15:30,12.23,229,8.08,4.19,1016,4.32,7.5,0.76
04/01/2012 16:00,11.8,233,7.95,5.07,1014.56,3.99,8.06,0.82
04/01/2012 16:30,11.8,233,7.95,5.07,1014.56,3.99,8.06,0.82
04/01/2012 17:00,12.57,232,7.66,6.31,1013.61,3.68,7.82,0.91
04/01/2012 17:30,12.57,232,7.66,6.31,1013.61,3.68,7.82,0.91
04/01/2012 18:00,11.47,235,8.21,5.97,1011.51,4.24,8.4,0.86
04/01/2012 18:30,11.47,235,8.21,5.97,1011.51,4.24,8.4,0.86
04/01/2012 19:00,8.8,242,8.16,6.41,1010.35,4.12,8.58,0.89
04/01/2012 19:30,8.8,242,8.16,6.41,1010.35,4.12,8.58,0.89
04/01/2012 20:00,11.67,250,8.3,6.87,1008.66,4.09,9.43,0.91
04/01/2012 20:30,11.67,250,8.3,6.87,1008.66,4.09,9.43,0.91
04/01/2012 21:00,12.49,253,8.33,7.03,1007.82,4.02,9.92,0.92
04/01/2012 21:30,12.49,253,8.33,7.03,1007.82,4.02,9.92,0.92
04/01/2012 22:00,13.04,254,8.41,6.98,1005.77,3.84,11.19,0.91
04/01/2012 22:30,13.04,254,8.41,6.98,1005.77,3.84,11.19,0.91
04/01/2012 23:00,13.92,256,9.33,6.56,1004.4,4.77,12.81,0.83
04/01/2012 23:30,13.92,256,9.33,6.56,1004.4,4.77,12.81,0.83
05/01/2012 00:00,13.45,255,9.82,6.56,1002.53,5.35,13.38,0.8
05/01/2012 00:30,13.45,255,9.82,6.56,1002.53,5.35,13.38,0.8
05/01/2012 01:00,13.21,257,10.37,7.16,1001.72,10.37,13.25,0.8
05/01/2012 01:30,13.21,257,10.37,7.16,1001.72,10.37,13.25,0.8
05/01/2012 02:00,12.6,260,10.83,7.57,1001.15,10.83,12.83,0.8
05/01/2012 02:30,12.6,260,10.83,7.57,1001.15,10.83,12.83,0.8
05/01/2012 03:00,12.38,263,11.33,7.63,1000.26,11.33,11.94,0.78
05/01/2012 03:30,12.38,263,11.33,7.63,1000.26,11.33,11.94,0.78
05/01/2012 04:00,13.31,262,11.41,7.61,999.24,11.41,11.91,0.77
05/01/2012 04:30,13.31,262,11.41,7.61,999.24,11.41,11.91,0.77
05/01/2012 05:00,13.21,263,11.46,7.63,998.1,11.46,12,0.77
05/01/2012 05:30,13.21,263,11.46,7.63,998.1,11.46,12,0.77
05/01/2012 06:00,12.54,271,11.45,7.62,997.59,11.45,11.05,0.77
05/01/2012 06:30,12.54,271,11.45,7.62,997.59,11.45,11.05,0.77
05/01/2012 07:00,13.52,273,11.02,7.53,997.71,11.02,10.42,0.79
05/01/2012 07:30,13.52,273,11.02,7.53,997.71,11.02,10.42,0.79
05/01/2012 08:00,12.89,288,11.04,6.22,998.01,11.04,11.11,0.72
05/01/2012 08:30,12.89,288,11.04,6.22,998.01,11.04,11.11,0.72
05/01/2012 09:00,11.8,291,9.71,4.27,999.36,5.89,9.68,0.69
05/01/2012 09:30,11.8,291,9.71,4.27,999.36,5.89,9.68,0.69
05/01/2012 10:00,12.63,289,9.98,2.59,1000.21,6.37,9.16,0.6
05/01/2012 10:30,12.63,289,9.98,2.59,1000.21,6.37,9.16,0.6
05/01/2012 11:00,13.07,283,9.98,3.04,1001.13,6,10.92,0.62
05/01/2012 11:30,13.07,283,9.98,3.04,1001.13,6,10.92,0.62
05/01/2012 12:00,13.49,288,10.11,2.63,1001.21,10.11,11.49,0.6
05/01/2012 12:30,13.49,288,10.11,2.63,1001.21,10.11,11.49,0.6
05/01/2012 13:00,13.07,294,9.62,3.02,1001.99,5.49,11.06,0.63
05/01/2012 13:30,13.07,294,9.62,3.02,1001.99,5.49,11.06,0.63
05/01/2012 14:00,13.07,300,9.55,2.67,1003.76,5.37,11.21,0.62
05/01/2012 14:30,13.07,300,9.55,2.67,1003.76,5.37,11.21,0.62
05/01/2012 15:00,13.07,306,9.12,2.05,1005.73,4.91,10.64,0.61
05/01/2012 15:30,13.07,306,9.12,2.05,1005.73,4.91,10.64,0.61
05/01/2012 16:00,13.07,311,8.98,1.63,1008.01,5.18,8.69,0.6
05/01/2012 16:30,13.07,311,8.98,1.63,1008.01,5.18,8.69,0.6
05/01/2012 17:00,13.02,305,8.38,1.71,1009.99,4.56,8.04,0.63
05/01/2012 17:30,13.02,305,8.38,1.71,1009.99,4.56,8.04,0.63
05/01/2012 18:00,12.76,303,7.94,2.02,1011.53,4.17,7.41,0.66
05/01/2012 18:30,12.76,303,7.94,2.02,1011.53,4.17,7.41,0.66
05/01/2012 19:00,12.54,302,7.81,2.05,1012.82,4.14,6.92,0.67
05/01/2012 19:30,12.54,302,7.81,2.05,1012.82,4.14,6.92,0.67
05/01/2012 20:00,12.34,298,7.78,2.07,1013.99,4.13,6.9,0.67
05/01/2012 20:30,12.34,298,7.78,2.07,1013.99,4.13,6.9,0.67
05/01/2012 21:00,12.89,298,7.44,2.57,1015.04,3.67,6.96,0.71
05/01/2012 21:30,12.89,298,7.44,2.57,1015.04,3.67,6.96,0.71
05/01/2012 22:00,12.78,297,7.37,2.16,1015.85,3.81,6.28,0.69
05/01/2012 22:30,12.78,297,7.37,2.16,1015.85,3.81,6.28,0.69
05/01/2012 23:00,13.37,301,7.34,2.63,1016.92,3.79,6.22,0.72
05/01/2012 23:30,13.37,301,7.34,2.63,1016.92,3.79,6.22,0.72
06/01/2012 00:00,13.37,305,7.32,2.69,1018,3.76,6.22,0.72
06/01/2012 00:30,13.37,305,7.32,2.69,1018,3.76,6.22,0.72
06/01/2012 01:00,13.37,303,7.21,2.7,1018.99,3.87,5.54,0.73
06/01/2012 01:30,13.37,303,7.21,2.7,1018.99,3.87,5.54,0.73
06/01/2012 02:00,13.18,302,6.76,2.6,1020.11,3.35,5.44,0.75
06/01/2012 02:30,13.18,302,6.76,2.6,1020.11,3.35,5.44,0.75
06/01/2012 03:00,12.97,306,6.27,2.58,1020.99,2.93,4.99,0.77
06/01/2012 03:30,12.97,306,6.27,2.58,1020.99,2.93,4.99,0.77
06/01/2012 04:00,13.08,311,5.73,2.52,1021.95,2.49,4.51,0.8
06/01/2012 04:30,13.08,311,5.73,2.52,1021.95,2.49,4.51,0.8
06/01/2012 05:00,13,304,5.67,2.36,1023.09,2.48,4.39,0.79
06/01/2012 05:30,13,304,5.67,2.36,1023.09,2.48,4.39,0.79
06/01/2012 06:00,12.81,303,5.11,1.94,1023.89,2.06,3.88,0.8
06/01/2012 06:30,12.81,303,5.11,1.94,1023.89,2.06,3.88,0.8
06/01/2012 07:00,12.89,294,4.86,1.92,1024.85,2.06,3.38,0.81
06/01/2012 07:30,12.89,294,4.86,1.92,1024.85,2.06,3.38,0.81
06/01/2012 08:00,12.33,292,4.4,1.89,1025.62,1.64,3.2,0.84
06/01/2012 08:30,12.33,292,4.4,1.89,1025.62,1.64,3.2,0.84
06/01/2012 09:00,12.84,290,4.86,2.29,1026.15,2.21,3.18,0.83
06/01/2012 09:30,12.84,290,4.86,2.29,1026.15,2.21,3.18,0.83
06/01/2012 10:00,12.26,287,5.28,2.51,1026.6,2.58,3.38,0.82
06/01/2012 10:30,12.26,287,5.28,2.51,1026.6,2.58,3.38,0.82
06/01/2012 11:00,12.97,288,6.76,2.9,1027.29,4.06,3.95,0.76
06/01/2012 11:30,12.97,288,6.76,2.9,1027.29,4.06,3.95,0.76
06/01/2012 12:00,12.71,283,7.78,3.02,1027.03,5.36,3.85,0.72
06/01/2012 12:30,12.71,283,7.78,3.02,1027.03,5.36,3.85,0.72
06/01/2012 13:00,12.89,286,8.02,2.63,1026.36,5.62,3.9,0.69
06/01/2012 13:30,12.89,286,8.02,2.63,1026.36,5.62,3.9,0.69
06/01/2012 14:00,12.94,272,8.03,2.19,1025.99,5.54,4.08,0.67
06/01/2012 14:30,12.94,272,8.03,2.19,1025.99,5.54,4.08,0.67
06/01/2012 15:00,13.02,252,8.04,2.65,1025.51,5.74,3.71,0.69
06/01/2012 15:30,13.02,252,8.04,2.65,1025.51,5.74,3.71,0.69
06/01/2012 16:00,12.5,235,7.49,3.06,1025.11,5.25,3.41,0.73
06/01/2012 16:30,12.5,235,7.49,3.06,1025.11,5.25,3.41,0.73
06/01/2012 17:00,13.34,230,7.83,3.31,1024.48,5.45,3.78,0.73
06/01/2012 17:30,13.34,230,7.83,3.31,1024.48,5.45,3.78,0.73
06/01/2012 18:00,12.68,241,8,4.22,1024.1,5.31,4.5,0.77
06/01/2012 18:30,12.68,241,8,4.22,1024.1,5.31,4.5,0.77
06/01/2012 19:00,12.68,239,8.08,5.36,1023.44,5.29,4.77,0.83
06/01/2012 19:30,12.68,239,8.08,5.36,1023.44,5.29,4.77,0.83
06/01/2012 20:00,12.26,236,8.14,5.57,1022.87,5.13,5.35,0.84
06/01/2012 20:30,12.26,236,8.14,5.57,1022.87,5.13,5.35,0.84
06/01/2012 21:00,12.73,242,8.23,6.17,1022.41,5.13,5.63,0.87
06/01/2012 21:30,12.73,242,8.23,6.17,1022.41,5.13,5.63,0.87
06/01/2012 22:00,13.95,246,9.03,7.09,1021.71,6.06,5.86,0.88
06/01/2012 22:30,13.95,246,9.03,7.09,1021.71,6.06,5.86,0.88
06/01/2012 23:00,13.95,245,9.18,7.16,1021,6.13,6.24,0.87
06/01/2012 23:30,13.95,245,9.18,7.16,1021,6.13,6.24,0.87
07/01/2012 00:00,14,244,9.33,7.6,1020.09,6.46,5.83,0.89
07/01/2012 00:30,14,244,9.33,7.6,1020.09,6.46,5.83,0.89
07/01/2012 01:00,13.5,250,9.44,7.73,1019.43,6.29,6.77,0.89
07/01/2012 01:30,13.5,250,9.44,7.73,1019.43,6.29,6.77,0.89
07/01/2012 02:00,13.5,256,10.25,8.12,1019.26,10.25,7.05,0.87
07/01/2012 02:30,13.5,256,10.25,8.12,1019.26,10.25,7.05,0.87
07/01/2012 03:00,13.5,260,10.34,8.14,1018.6,10.34,6.98,0.86
07/01/2012 03:30,13.5,260,10.34,8.14,1018.6,10.34,6.98,0.86
07/01/2012 04:00,13.5,262,10.27,8.16,1018.29,10.27,7.05,0.87
07/01/2012 04:30,13.5,262,10.27,8.16,1018.29,10.27,7.05,0.87
07/01/2012 05:00,12.83,266,10.33,8.16,1018.43,10.33,6.46,0.86
07/01/2012 05:30,12.83,266,10.33,8.16,1018.43,10.33,6.46,0.86
07/01/2012 06:00,13.37,271,9.46,7.67,1018.39,6.57,5.92,0.89
07/01/2012 06:30,13.37,271,9.46,7.67,1018.39,6.57,5.92,0.89
07/01/2012 07:00,13.5,287,10.16,7.28,1019.29,10.16,6.13,0.82
07/01/2012 07:30,13.5,287,10.16,7.28,1019.29,10.16,6.13,0.82
07/01/2012 08:00,13.28,290,10.01,4.84,1020.32,10.01,6.29,0.7
07/01/2012 08:30,13.28,290,10.01,4.84,1020.32,10.01,6.29,0.7
07/01/2012 09:00,13.07,283,9.13,3.4,1021.32,6.04,6.31,0.67
07/01/2012 09:30,13.07,283,9.13,3.4,1021.32,6.04,6.31,0.67
07/01/2012 10:00,13.07,288,9.52,3.07,1022.19,6.46,6.53,0.64
07/01/2012 10:30,13.07,288,9.52,3.07,1022.19,6.46,6.53,0.64
07/01/2012 11:00,13.07,284,9.72,2.78,1022.6,6.73,6.48,0.62
07/01/2012 11:30,13.07,284,9.72,2.78,1022.6,6.73,6.48,0.62
07/01/2012 12:00,13.52,286,9.8,2.2,1022.67,6.74,6.8,0.59
07/01/2012 12:30,13.52,286,9.8,2.2,1022.67,6.74,6.8,0.59
07/01/2012 13:00,13.07,294,10.17,2.21,1022.56,10.17,6.52,0.58
07/01/2012 13:30,13.07,294,10.17,2.21,1022.56,10.17,6.52,0.58
07/01/2012 14:00,13.52,291,10.2,2.19,1022.82,10.2,6.58,0.58
07/01/2012 14:30,13.52,291,10.2,2.19,1022.82,10.2,6.58,0.58
07/01/2012 15:00,13.52,289,10.07,2.12,1022.98,10.07,5.57,0.58
07/01/2012 15:30,13.52,289,10.07,2.12,1022.98,10.07,5.57,0.58
07/01/2012 16:00,13.45,285,9.41,2.08,1023.47,6.92,4.85,0.6
07/01/2012 16:30,13.45,285,9.41,2.08,1023.47,6.92,4.85,0.6
07/01/2012 17:00,13.34,274,8.52,2.23,1023.71,5.78,4.89,0.65
07/01/2012 17:30,13.34,274,8.52,2.23,1023.71,5.78,4.89,0.65
07/01/2012 18:00,13.21,264,8.07,2.69,1023.52,5.36,4.59,0.69
07/01/2012 18:30,13.21,264,8.07,2.69,1023.52,5.36,4.59,0.69
07/01/2012 19:00,13.39,266,8.06,2.71,1023.74,5.38,4.49,0.69
07/01/2012 19:30,13.39,266,8.06,2.71,1023.74,5.38,4.49,0.69
07/01/2012 20:00,14,273,7.6,3.11,1024.21,4.72,4.71,0.73
07/01/2012 20:30,14,273,7.6,3.11,1024.21,4.72,4.71,0.73
07/01/2012 21:00,14,278,8.11,3.11,1024.28,5.37,4.64,0.71
07/01/2012 21:30,14,278,8.11,3.11,1024.28,5.37,4.64,0.71
07/01/2012 22:00,14,271,8.12,2.68,1024.53,5.44,4.56,0.68
07/01/2012 22:30,14,271,8.12,2.68,1024.53,5.44,4.56,0.68
